,Program,Model,Train RMSE,Train MSE,Train MAE,Train MAPE,Train R2,Test RMSE,Test MSE,Test MAE,Test MAPE,Test R2,Validation RMSE,Validation MSE,Validation MAE,Validation MAPE,Validation R2
0,AutoGluon,LightGBMXT_BAG_L1/T0,0.027643796,0.0007641795,0.020281479,0.008529046,0.9969916431543063,0.052038465,0.0027080018,0.03825156,0.01612565,0.9905871795556892,0.058482524,0.0034202058,0.039671104,0.016954023,0.9884155652695956
1,AutoGluon,WeightedEnsemble_L2,0.021160474,0.00044776566,0.01517661,0.0064176065,0.9982372741652711,0.05368014,0.0028815574,0.038158942,0.015935203,0.989983912285422,0.053133562,0.0028231756,0.037126012,0.01569365,0.9904377413017325
2,AutoGluon,CatBoost_BAG_L1/T0,0.022077357,0.00048740968,0.016930275,0.0070539936,0.9980812071397439,0.05492939,0.0030172379,0.039679848,0.016835442,0.9895122962274766,0.05945042,0.0035343526,0.040730562,0.017399536,0.9880289434060399
3,AutoGluon,ExtraTreesMSE_BAG_L1/T0,0.024159668,0.0005836896,0.015846446,0.006842291,0.9977021805798466,0.056217294,0.0031603843,0.040289495,0.017250683,0.9890147305311084,0.058510173,0.0034234405,0.04027177,0.017488008,0.988404610737674
4,AutoGluon,LightGBM_BAG_L1/T0,0.022376344,0.0005007008,0.015651422,0.006802389,0.9980288837391512,0.05679114,0.0032252339,0.041333154,0.017696632,0.9887893173823334,0.06514119,0.0042433753,0.043799046,0.01886259,0.9856274426621936
5,AutoGluon,XGBoost_BAG_L1/T0,0.021288788,0.0004532125,0.015962988,0.0066128066,0.9982158316533787,0.058458216,0.0034173632,0.04197077,0.017669812,0.9881214900198243,0.06398521,0.0040941075,0.044104394,0.01875605,0.9861330217745155
6,AutoGluon,RandomForestMSE_BAG_L1/T0,0.023973834,0.0005747447,0.016285675,0.0069853393,0.9977373938033027,0.061315782,0.0037596251,0.041834265,0.017994417,0.986931811053233,0.07089323,0.0050258497,0.04660391,0.020119872,0.982977157231711
7,AutoGluon,LightGBMLarge_BAG_L1,0.019247886,0.00037048114,0.012961467,0.0056125787,0.9985415213792871,0.061424363,0.0037729524,0.041858837,0.017472573,0.9868854876098295,0.071547344,0.0051190224,0.045596763,0.01958965,0.98266157360922
8,AutoGluon,KNeighborsDist_BAG_L1/T0,0.009405853,8.847008e-05,0.0022156443,0.00094869843,0.9996517185205515,0.0634865,0.004030536,0.041952346,0.0176684,0.9859901463072831,0.0622715,0.0038777394,0.042583007,0.018467484,0.9868658733660622
9,This work,--,0.053070817,0.0028165116,0.03537309,0.014868916,0.9889121966613418,0.07151718,0.0051147067,0.04975477,0.021554973,0.9822216449761441,0.06454704,0.00416632,0.04428326,0.01959041,0.9858884342923852
10,AutoGluon,NeuralNetMXNet_BAG_L1/T0,0.060619965,0.00367478,0.041329645,0.017647507,0.9855334389691951,0.0741713,0.005501381,0.051004272,0.021530826,0.9808775925136728,0.069546826,0.0048367614,0.05061392,0.02142727,0.9836176106344682
11,AutoGluon,KNeighborsUnif_BAG_L1/T0,0.06986052,0.0048804916,0.04375697,0.018971438,0.9807868955607083,0.07910682,0.00625789,0.05466245,0.023591354,0.978248023592336,0.07920427,0.0062733158,0.057347216,0.025629636,0.9787519177576035
12,Pytorch-Tabular,AutoIntModel,0.08280307,0.006856349,0.061732557,0.026434371,0.9730085066920744,0.090876475,0.008258534,0.06930267,0.029830663,0.9712939270181168,0.09304238,0.008656885,0.07043093,0.030580852,0.97067863445786
13,Pytorch-Tabular,CategoryEmbeddingModel,0.07633157,0.005826508,0.05354992,0.022682358,0.9770626961979649,0.095577754,0.009135107,0.06620071,0.027791759,0.9682470237341442,0.08280788,0.006857146,0.059477117,0.025596986,0.9767744491624633
14,AutoGluon,NeuralNetFastAI_BAG_L1/T0,0.082247086,0.006764583,0.055796705,0.024286192,0.9733697652883923,0.10108006,0.010217179,0.07048764,0.03168916,0.9644858172738072,0.10278417,0.010564586,0.07455355,0.03312624,0.9642171356081166
15,Pytorch-Tabular,TabTransformerModel,0.060273856,0.0036329378,0.042819742,0.018294701,0.9856981602229337,0.10794969,0.011653135,0.06329088,0.028785301,0.959494538880388,0.076117806,0.0057939203,0.054024242,0.024109181,0.9803756581915758
16,Pytorch-Tabular,TabNetModel,0.12489307,0.015598279,0.08810263,0.03809991,0.9385940160018187,0.14205205,0.020178787,0.09959953,0.044752188,0.929859982027452,0.12928078,0.01671352,0.09192379,0.04069456,0.9433903498634
17,TabNet,TabNet,0.23441632,0.054951012,0.16879597,0.06845645,0.7836735151485634,0.24599235,0.060512234,0.18035528,0.07550889,0.7896638000158276,0.25007325,0.062536635,0.18831366,0.07817311,0.7881847981138437
