Cycles to Failure,Stress Amplitude,ingot shape,Frequency,stress concentration factor of specimens,fatigue environment,atomic-level structure,critical cross-section size of specimens (mm),type of the material,surface treatment,R-value,Young's modulus  (GPa),grain size (μm),ultimate tensile strength  (MPa),elongation  (%),load control,fatigue temperature  (°C),glass transition temperature (°C),yield strength  (MPa),log10(Cycles to Failure),Material_Code,Maximum Stress,Minimum Stress,Ca,Zn,Mg,Zr,Cu,Al,Ni,Ti,Be,Nb,Ag,Co,Fe,B1,Si,B2,Sr,Pd,Er,Cr,Mn,C0
82012.514958808,254.524302257477,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.913880129979222,Dataset ID 70,565.6095605721711,56.56095605721711,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96648.3053914218,259.702520067295,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.985194243614375,Dataset ID 70,577.1167112606555,57.71167112606555,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342491.207065258,254.5056081727,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,5.534649426129006,Dataset ID 70,565.5680181615555,56.556801816155556,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704.18369761588,507.460080699364,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.4320361902840695,Dataset ID 71,1127.6890682208088,112.7689068220809,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6773.38929660169,425.172607286765,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.830806037145895,Dataset ID 71,944.8280161928111,94.48280161928112,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9625.85785816388,328.549500693461,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.983439444306761,Dataset ID 71,730.1100015410245,73.01100015410246,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691318.23784752,269.966177049514,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,6.228225331984271,Dataset ID 71,599.9248378878088,59.99248378878089,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979.86030481552,418.349907947559,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.6972171600892954,Dataset ID 72,929.6664621056867,92.96664621056868,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5313.37655466449,533.911495701782,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.725370595096255,Dataset ID 72,1186.4699904484044,118.64699904484044,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5567.91940954378,440.437128839402,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.745692940639193,Dataset ID 72,978.7491751986711,97.87491751986711,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14731.6096627347,346.646820499331,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.168250203017097,Dataset ID 72,770.326267776291,77.0326267776291,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377323.26947724,288.407739568449,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,6.376088241300865,Dataset ID 72,640.9060879298867,64.09060879298868,0.0,0.0,0.0,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854.196302744083,501.913342960973,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,2.931557687318717,Dataset ID 73,1115.3629843577178,111.53629843577178,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2227.35340657892,418.185523549011,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.3477891305276053,Dataset ID 73,929.3011634422467,92.93011634422467,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3269.70076151743,460.172920855064,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.5145080084497837,Dataset ID 73,1022.606490789031,102.2606490789031,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8002.77536769249,329.0151485023,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.9032406267226767,Dataset ID 73,731.1447744495556,73.11447744495557,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
10852.0181115986,334.42731243816,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.035510509910861,Dataset ID 73,743.1718054181333,74.31718054181333,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
14494.64496033,382.930662411914,circular,10.0,1.55,air,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.161207581977464,Dataset ID 73,850.9570275820311,85.09570275820312,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
4091.50551482862,502.051200011712,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.61188314088619,Dataset ID 74,1115.66933335936,111.56693333593601,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
5704.68329746779,418.185140545518,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,3.756231539029433,Dataset ID 74,929.3003123233733,92.93003123233734,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15217.2244046138,376.430609351901,circular,10.0,1.55,vacuum,amorphous,2.98,metallic glass,machine; polish,0.1,,0.0,,,force,25.0,,,4.182335445096359,Dataset ID 74,836.5124652264467,83.65124652264467,0.0,0.0,0.0,50.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23426.7268536374,444.282753391187,,20.0,1.11,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,4.369711613876319,Dataset ID 80,444.282753391187,-444.282753391187,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33745.4624886587,334.876232201533,,20.0,1.11,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,4.528215384615384,Dataset ID 80,334.876232201533,-334.876232201533,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482566.494131089,222.01230095206,,20.0,1.11,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,5.683557164404223,Dataset ID 80,222.01230095206,-222.01230095206,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9987838.08311236,166.674867301373,,20.0,1.11,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,6.999471493212669,Dataset ID 80,166.674867301373,-166.674867301373,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227528.766479095,90.1512092239863,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,5.357036312348508,Dataset ID 82,90.1512092239863,-90.1512092239863,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766105.000006492,77.8836866889996,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,5.884288296784451,Dataset ID 82,77.8836866889996,-77.8836866889996,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779185.508593394,66.724142741553,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,5.891640866873065,Dataset ID 82,66.724142741553,-66.724142741553,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943927.710066288,59.9588735578729,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,5.974938735482961,Dataset ID 82,59.9588735578729,-59.9588735578729,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575627.01214337,50.0190741910951,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,6.197453417633582,Dataset ID 82,50.0190741910951,-50.0190741910951,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237923.31699861,39.9564744287269,,20.0,1.03,air,amorphous,2.5,metallic glass,EDM; polish,-1,87.0,0.0,1560.0,,force,25.0,,,6.34984520123839,Dataset ID 82,39.9564744287269,-39.9564744287269,0.0,0.0,0.0,55.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303112.783837919,360.054184623455,circular,2.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.481604253204266,Dataset ID 85,800.1204102743444,80.01204102743445,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1318552.94383344,360.060039091886,circular,2.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,6.120097572698346,Dataset ID 85,800.133420204191,80.0133420204191,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1540081.5606196,359.856330193374,circular,2.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,6.187543721089115,Dataset ID 85,799.6807337630532,79.96807337630533,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
167861.043303552,449.973656480506,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.224949918047714,Dataset ID 86,999.9414588455688,99.99414588455689,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
191784.852205489,449.973656480506,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.282814302191464,Dataset ID 86,999.9414588455688,99.99414588455689,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
295520.923520289,405.189673340358,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.470588235294118,Dataset ID 86,900.4214963119067,90.04214963119068,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
482186.640189048,359.878819810327,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.683215173331868,Dataset ID 86,799.7307106896155,79.97307106896156,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
550792.905371442,359.878819810327,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.740988337580025,Dataset ID 86,799.7307106896155,79.97307106896156,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
753711.976180768,405.189673340358,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.877205416091611,Dataset ID 86,900.4214963119067,90.04214963119068,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
920248.265010868,315.094836670179,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,5.963905007322816,Dataset ID 86,700.2107481559533,70.02107481559533,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1459105.47581251,315.094836670179,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,6.164086687306501,Dataset ID 86,700.2107481559533,70.02107481559533,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1781451.46153678,292.439409905163,circular,10.0,1.0,air,amorphous,6.0,metallic glass,EDM,0.1,,0.0,,,force,25.0,408.0,,6.250773993808049,Dataset ID 86,649.8653553448067,64.98653553448068,0.0,0.0,0.0,53.9,29.4,9.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1103.957120343,950.910301566372,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,1.0,1025.0,10.0,strain,25.0,,925.0,3.042952204951079,Dataset ID 108,950.910301566372,-950.910301566372,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
3836.20998664024,765.79908595188,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,1.0,1025.0,10.0,strain,25.0,,925.0,3.5839023715807787,Dataset ID 108,765.79908595188,-765.79908595188,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
86914.7373865177,399.356787758887,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,1.0,1025.0,10.0,strain,25.0,,925.0,4.939093422282776,Dataset ID 108,399.356787758887,-399.356787758887,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
3120.55166483159,368.879445376108,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,12.0,800.0,38.0,strain,25.0,,255.0,3.4942313772920093,Dataset ID 109,368.879445376108,-368.879445376108,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
8910.15063012693,346.679499695353,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,12.0,800.0,38.0,strain,25.0,,255.0,3.9498850460436055,Dataset ID 109,346.679499695353,-346.679499695353,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
27583.5701932053,327.065527851756,circular,0.5,1.0,air,FCC,2.1,multi-principal elements alloy,EDM; polish,-1,,12.0,800.0,38.0,strain,25.0,,255.0,4.44065047702696,Dataset ID 109,327.065527851756,-327.065527851756,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
2493.53242325479,434.125874125874,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.396815019696588,Dataset ID 110,434.125874125874,-434.125874125874,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
4258.6141490319,427.972027972028,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.6292682926829265,Dataset ID 110,427.972027972028,-427.972027972028,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
4258.6954989167,404.892250606536,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.629276588684254,Dataset ID 110,404.892250606536,-404.892250606536,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
6800.30926052453,385.454545454545,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.832528663748176,Dataset ID 110,385.454545454545,-385.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
7060.83905683018,406.153846153846,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.8488563123973214,Dataset ID 110,406.153846153846,-406.153846153846,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
9963.78328404987,385.454545454545,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,3.998424272902523,Dataset ID 110,385.454545454545,-385.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
27999.2383538014,332.867132867133,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,4.447146217655071,Dataset ID 110,332.867132867133,-332.867132867133,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
45213.0563278775,331.474937276464,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,6.0,,,strain,25.0,,,4.655263865615756,Dataset ID 110,331.474937276464,-331.474937276464,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
1962.20775828818,346.853146853147,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,3.2927449885185878,Dataset ID 111,346.853146853147,-346.853146853147,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
2021.72558272394,373.706293706294,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,3.305722206647354,Dataset ID 111,373.706293706294,-373.706293706294,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
5818.20952507927,320.934338388884,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,3.764789356984479,Dataset ID 111,320.934338388884,-320.934338388884,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
6980.7556905714,309.656854773134,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,3.8439024390243905,Dataset ID 111,309.656854773134,-309.656854773134,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
13291.5991648429,278.041958041958,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,4.123577235772357,Dataset ID 111,278.041958041958,-278.041958041958,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
24107.7373237046,284.195804195804,circular,,1.0,air,FCC,2.0,multi-principal elements alloy,,-1,,60.0,,,strain,25.0,,,4.382156450777991,Dataset ID 111,284.195804195804,-284.195804195804,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
73304.9988195141,314.853579175705,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,4.86513359109008,Dataset ID 112,699.6746203904556,69.96746203904557,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
114941.492490461,278.982936011409,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,5.060476832054363,Dataset ID 112,619.9620800253533,61.99620800253533,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
139367.94822278,269.951193058568,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,5.144162906398243,Dataset ID 112,599.891540130151,59.98915401301511,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
180255.840970247,269.951193058568,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,5.255889346401439,Dataset ID 112,599.891540130151,59.98915401301511,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
200925.005675123,301.478975471383,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,5.303033989266549,Dataset ID 112,669.9532788252956,66.99532788252957,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
936006.942051453,265.397505422994,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,5.971279069767442,Dataset ID 112,589.77223427332,58.97722342733201,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
1052872.22933186,292.572084098115,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,6.022375670840786,Dataset ID 112,650.1601868847,65.01601868847,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
2048021.56797975,283.346821291507,,20.0,1.0,air,FCC,,multi-principal elements alloy,polish,0.1,,10.82,923.3,30.8,force,25.0,,774.8,6.311334525939179,Dataset ID 112,629.6596028700155,62.96596028700156,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
